time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-10 00:00:00+00:00,57,17,5,2
2026-06-11 00:00:00+00:00,26,13,9,5
2026-06-12 00:00:00+00:00,31,12,44,3
2026-06-13 00:00:00+00:00,28,14,2,2
2026-06-14 00:00:00+00:00,53,21,18,2
2026-06-15 00:00:00+00:00,32,12,29,5
2026-06-16 00:00:00+00:00,40,13,15,7
2026-06-17 00:00:00+00:00,39,14,50,5
2026-06-18 00:00:00+00:00,24,11,2,2
2026-06-19 00:00:00+00:00,40,11,7,3
2026-06-20 00:00:00+00:00,65,22,4,3
2026-06-21 00:00:00+00:00,26,12,6,4
2026-06-22 00:00:00+00:00,46,13,4,4
2026-06-23 00:00:00+00:00,56,16,13,6
