time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,22,10,11,2
2026-05-29 00:00:00+00:00,12,6,10,2
2026-05-30 00:00:00+00:00,26,11,6,1
2026-05-31 00:00:00+00:00,30,14,4,2
2026-06-01 00:00:00+00:00,28,14,7,3
2026-06-02 00:00:00+00:00,26,13,20,4
2026-06-03 00:00:00+00:00,26,10,12,4
2026-06-04 00:00:00+00:00,22,11,5,3
2026-06-05 00:00:00+00:00,21,11,1,1
2026-06-06 00:00:00+00:00,25,12,1,1
2026-06-07 00:00:00+00:00,20,9,2,2
2026-06-08 00:00:00+00:00,33,13,18,5
2026-06-09 00:00:00+00:00,27,16,3,2
2026-06-10 00:00:00+00:00,57,17,5,2
