referrer,views_total,views_unique
Google,71,19
github.com,25,8
Bing,15,7
redmine.str-soft.com,10,1
ecosia.org,1,1
respecth.elte.hu,1,1
sciencedirect.com,1,1
software.llnl.gov,1,1
