referrer,views_total,views_unique
Google,65,16
github.com,21,7
Bing,13,9
redmine.str-soft.com,10,1
ecosia.org,1,1
respecth.elte.hu,1,1
sciencedirect.com,1,1
software.llnl.gov,1,1
