referrer,views_total,views_unique
Google,60,16
github.com,25,8
Bing,13,6
redmine.str-soft.com,10,1
ecosia.org,1,1
respecth.elte.hu,1,1
sciencedirect.com,1,1
software.llnl.gov,1,1
