time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-25 00:00:00+00:00,13,7,3,1
2026-01-26 00:00:00+00:00,11,5,9,4
2026-01-27 00:00:00+00:00,7,5,34,6
2026-01-28 00:00:00+00:00,10,8,11,3
2026-01-29 00:00:00+00:00,74,17,66,10
2026-01-30 00:00:00+00:00,15,8,59,9
2026-01-31 00:00:00+00:00,18,8,0,0
2026-02-01 00:00:00+00:00,10,4,0,0
2026-02-02 00:00:00+00:00,18,8,20,6
2026-02-03 00:00:00+00:00,13,7,14,4
2026-02-04 00:00:00+00:00,17,7,20,6
2026-02-05 00:00:00+00:00,19,9,55,11
2026-02-06 00:00:00+00:00,23,13,2,2
2026-02-07 00:00:00+00:00,13,7,1,1
