        time[s],    volint[cm3],
    0.10305E+00,    0.10285E+03,
    0.10355E+00,    0.10288E+03,
    0.10405E+00,    0.10291E+03,
    0.10455E+00,    0.10294E+03,
    0.10505E+00,    0.10296E+03,
    0.10555E+00,    0.10299E+03,
    0.10605E+00,    0.10302E+03,
    0.10655E+00,    0.10304E+03,
    0.10705E+00,    0.10307E+03,
    0.10755E+00,    0.10310E+03,
    0.10805E+00,    0.10312E+03,
    0.10855E+00,    0.10315E+03,
    0.10905E+00,    0.10317E+03,
    0.10955E+00,    0.10320E+03,
    0.11005E+00,    0.10322E+03,
    0.11055E+00,    0.10325E+03,
    0.11105E+00,    0.10328E+03,
    0.11155E+00,    0.10331E+03,
    0.11205E+00,    0.10333E+03,
    0.11255E+00,    0.10336E+03,
    0.11305E+00,    0.10340E+03,
    0.11355E+00,    0.10342E+03,
    0.11405E+00,    0.10345E+03,
    0.11455E+00,    0.10347E+03,
    0.11505E+00,    0.10350E+03,
    0.11555E+00,    0.10354E+03,
    0.11605E+00,    0.10357E+03,
    0.11655E+00,    0.10360E+03,
    0.11705E+00,    0.10362E+03,
    0.11755E+00,    0.10365E+03,
    0.11805E+00,    0.10368E+03,
    0.11855E+00,    0.10372E+03,
    0.11905E+00,    0.10375E+03,
    0.11955E+00,    0.10378E+03,
    0.12005E+00,    0.10381E+03,
    0.12055E+00,    0.10383E+03,
    0.12105E+00,    0.10386E+03,
    0.12155E+00,    0.10389E+03,
    0.12205E+00,    0.10393E+03,
    0.12255E+00,    0.10396E+03,
    0.12305E+00,    0.10399E+03,
    0.12355E+00,    0.10403E+03,
    0.12405E+00,    0.10405E+03,
    0.12455E+00,    0.10408E+03,
    0.12505E+00,    0.10411E+03,
    0.12555E+00,    0.10415E+03,
    0.12605E+00,    0.10418E+03,
    0.12655E+00,    0.10421E+03,
    0.12705E+00,    0.10424E+03,
    0.12755E+00,    0.10427E+03,
    0.12805E+00,    0.10429E+03,
    0.12855E+00,    0.10433E+03,
    0.12905E+00,    0.10436E+03,
    0.12955E+00,    0.10439E+03,
    0.13005E+00,    0.10442E+03,
    0.13055E+00,    0.10444E+03,
    0.13105E+00,    0.10447E+03,
    0.13155E+00,    0.10450E+03,
    0.13205E+00,    0.10454E+03,
    0.13255E+00,    0.10456E+03,
    0.13305E+00,    0.10459E+03,
    0.13355E+00,    0.10462E+03,
    0.13405E+00,    0.10465E+03,
    0.13455E+00,    0.10468E+03,
    0.13505E+00,    0.10470E+03,
    0.13555E+00,    0.10473E+03,
    0.13605E+00,    0.10477E+03,
    0.13655E+00,    0.10480E+03,
    0.13705E+00,    0.10482E+03,
    0.13755E+00,    0.10486E+03,
    0.13805E+00,    0.10488E+03,
    0.13855E+00,    0.10491E+03,
    0.13905E+00,    0.10494E+03,
    0.13955E+00,    0.10497E+03,
    0.14005E+00,    0.10500E+03,
    0.14055E+00,    0.10503E+03,
    0.14105E+00,    0.10506E+03,
    0.14155E+00,    0.10509E+03,
    0.14205E+00,    0.10512E+03,
    0.14255E+00,    0.10515E+03,
    0.14305E+00,    0.10518E+03,
    0.14355E+00,    0.10521E+03,
    0.14405E+00,    0.10523E+03,
    0.14455E+00,    0.10527E+03,
    0.14505E+00,    0.10530E+03,
    0.14555E+00,    0.10533E+03,
    0.14605E+00,    0.10536E+03,
    0.14655E+00,    0.10539E+03,
    0.14705E+00,    0.10542E+03,
    0.14755E+00,    0.10544E+03,
    0.14805E+00,    0.10548E+03,
    0.14855E+00,    0.10551E+03,
    0.14905E+00,    0.10553E+03,
    0.14955E+00,    0.10556E+03,
    0.15005E+00,    0.10559E+03,
    0.15055E+00,    0.10561E+03,
    0.15105E+00,    0.10565E+03,
    0.15155E+00,    0.10568E+03,
    0.15205E+00,    0.10571E+03,
    0.15255E+00,    0.10573E+03,
    0.15305E+00,    0.10576E+03,
    0.15355E+00,    0.10579E+03,
    0.15405E+00,    0.10582E+03,
    0.15455E+00,    0.10585E+03,
    0.15505E+00,    0.10588E+03,
    0.15555E+00,    0.10591E+03,
    0.15605E+00,    0.10594E+03,
    0.15655E+00,    0.10596E+03,
    0.15705E+00,    0.10599E+03,
    0.15755E+00,    0.10601E+03,
    0.15805E+00,    0.10604E+03,
    0.15855E+00,    0.10608E+03,
    0.15905E+00,    0.10611E+03,
    0.15955E+00,    0.10613E+03,
    0.16005E+00,    0.10616E+03,
    0.16055E+00,    0.10618E+03,
    0.16105E+00,    0.10621E+03,
    0.16155E+00,    0.10624E+03,
    0.16205E+00,    0.10627E+03,
    0.16255E+00,    0.10630E+03,
    0.16305E+00,    0.10633E+03,
    0.16355E+00,    0.10635E+03,
    0.16405E+00,    0.10638E+03,
    0.16455E+00,    0.10641E+03,
    0.16505E+00,    0.10644E+03,
    0.16555E+00,    0.10646E+03,
    0.16605E+00,    0.10650E+03,
    0.16655E+00,    0.10652E+03,
    0.16705E+00,    0.10655E+03,
    0.16755E+00,    0.10658E+03,
    0.16805E+00,    0.10661E+03,
    0.16855E+00,    0.10663E+03,
    0.16905E+00,    0.10666E+03,
    0.16955E+00,    0.10669E+03,
    0.17005E+00,    0.10672E+03,
    0.17055E+00,    0.10674E+03,
    0.17105E+00,    0.10677E+03,
    0.17155E+00,    0.10680E+03,
    0.17205E+00,    0.10683E+03,
    0.17255E+00,    0.10686E+03,
    0.17305E+00,    0.10688E+03,
    0.17355E+00,    0.10691E+03,
    0.17405E+00,    0.10693E+03,
    0.17455E+00,    0.10697E+03,
    0.17505E+00,    0.10700E+03,
    0.17555E+00,    0.10701E+03,
    0.17605E+00,    0.10704E+03,
    0.17655E+00,    0.10707E+03,
    0.17705E+00,    0.10710E+03,
    0.17755E+00,    0.10712E+03,
    0.17805E+00,    0.10714E+03,
    0.17855E+00,    0.10718E+03,
    0.17905E+00,    0.10720E+03,
    0.17955E+00,    0.10723E+03,
    0.18005E+00,    0.10725E+03,
    0.18055E+00,    0.10729E+03,
    0.18105E+00,    0.10731E+03,
    0.18155E+00,    0.10734E+03,
    0.18205E+00,    0.10736E+03,
    0.18255E+00,    0.10739E+03,
    0.18305E+00,    0.10741E+03,
    0.18355E+00,    0.10743E+03,
    0.18405E+00,    0.10746E+03,
    0.18455E+00,    0.10749E+03,
    0.18505E+00,    0.10752E+03,
    0.18555E+00,    0.10755E+03,
    0.18605E+00,    0.10757E+03,
    0.18655E+00,    0.10759E+03,
    0.18705E+00,    0.10762E+03,
    0.18755E+00,    0.10765E+03,
    0.18805E+00,    0.10767E+03,
    0.18855E+00,    0.10770E+03,
    0.18905E+00,    0.10773E+03,
    0.18955E+00,    0.10775E+03,
    0.19005E+00,    0.10778E+03,
    0.19055E+00,    0.10780E+03,
    0.19105E+00,    0.10783E+03,
    0.19155E+00,    0.10786E+03,
    0.19205E+00,    0.10788E+03,
    0.19255E+00,    0.10791E+03,
    0.19305E+00,    0.10794E+03,
    0.19355E+00,    0.10796E+03,
    0.19405E+00,    0.10799E+03,
    0.19455E+00,    0.10802E+03,
    0.19505E+00,    0.10805E+03,
    0.19555E+00,    0.10807E+03,
    0.19605E+00,    0.10810E+03,
    0.19655E+00,    0.10812E+03,
    0.19705E+00,    0.10814E+03,
    0.19755E+00,    0.10817E+03,
    0.19805E+00,    0.10820E+03,
    0.19855E+00,    0.10823E+03,
    0.19905E+00,    0.10825E+03,
    0.19955E+00,    0.10827E+03,
    0.20005E+00,    0.10830E+03,
    0.20055E+00,    0.10832E+03,
    0.20105E+00,    0.10835E+03,
    0.20155E+00,    0.10838E+03,
    0.20205E+00,    0.10841E+03,
    0.20255E+00,    0.10843E+03,
    0.20305E+00,    0.10846E+03,
    0.20355E+00,    0.10848E+03,
    0.20405E+00,    0.10850E+03,
    0.20455E+00,    0.10854E+03,
    0.20505E+00,    0.10856E+03,
    0.20555E+00,    0.10859E+03,
    0.20605E+00,    0.10861E+03,
    0.20655E+00,    0.10864E+03,
    0.20705E+00,    0.10866E+03,
    0.20755E+00,    0.10869E+03,
    0.20805E+00,    0.10872E+03,
    0.20855E+00,    0.10874E+03,
    0.20905E+00,    0.10876E+03,
    0.20955E+00,    0.10879E+03,
    0.21005E+00,    0.10882E+03,
    0.21055E+00,    0.10885E+03,
    0.21105E+00,    0.10887E+03,
    0.21155E+00,    0.10889E+03,
    0.21205E+00,    0.10892E+03,
    0.21255E+00,    0.10894E+03,
    0.21305E+00,    0.10897E+03,
    0.21355E+00,    0.10900E+03,
    0.21405E+00,    0.10903E+03,
    0.21455E+00,    0.10905E+03,
    0.21505E+00,    0.10907E+03,
    0.21555E+00,    0.10910E+03,
    0.21605E+00,    0.10913E+03,
    0.21655E+00,    0.10916E+03,
    0.21705E+00,    0.10918E+03,
    0.21755E+00,    0.10921E+03,
    0.21805E+00,    0.10924E+03,
    0.21855E+00,    0.10926E+03,
    0.21905E+00,    0.10928E+03,
    0.21955E+00,    0.10930E+03,
    0.22005E+00,    0.10933E+03,
    0.22055E+00,    0.10936E+03,
    0.22105E+00,    0.10939E+03,
    0.22155E+00,    0.10941E+03,
    0.22205E+00,    0.10943E+03,
    0.22255E+00,    0.10946E+03,
    0.22305E+00,    0.10948E+03,
    0.22355E+00,    0.10951E+03,
    0.22405E+00,    0.10954E+03,
    0.22455E+00,    0.10957E+03,
    0.22505E+00,    0.10959E+03,
    0.22555E+00,    0.10961E+03,
    0.22605E+00,    0.10964E+03,
    0.22655E+00,    0.10966E+03,
    0.22705E+00,    0.10969E+03,
    0.22755E+00,    0.10972E+03,
    0.22805E+00,    0.10974E+03,
    0.22855E+00,    0.10976E+03,
    0.22905E+00,    0.10979E+03,
    0.22955E+00,    0.10981E+03,
    0.23005E+00,    0.10984E+03,
    0.23055E+00,    0.10987E+03,
    0.23105E+00,    0.10989E+03,
    0.23155E+00,    0.10992E+03,
    0.23205E+00,    0.10994E+03,
    0.23255E+00,    0.10997E+03,
    0.23305E+00,    0.10999E+03,
    0.23355E+00,    0.11002E+03,
    0.23405E+00,    0.11004E+03,
    0.23455E+00,    0.11007E+03,
    0.23505E+00,    0.11009E+03,
    0.23555E+00,    0.11012E+03,
    0.23605E+00,    0.11015E+03,
    0.23655E+00,    0.11017E+03,
    0.23705E+00,    0.11020E+03,
    0.23755E+00,    0.11022E+03,
    0.23805E+00,    0.11024E+03,
    0.23855E+00,    0.11027E+03,
    0.23905E+00,    0.11029E+03,
    0.23955E+00,    0.11032E+03,
    0.24005E+00,    0.11034E+03,
    0.24055E+00,    0.11038E+03,
    0.24105E+00,    0.11040E+03,
    0.24155E+00,    0.11042E+03,
    0.24205E+00,    0.11044E+03,
    0.24255E+00,    0.11047E+03,
    0.24305E+00,    0.11049E+03,
    0.24355E+00,    0.11052E+03,
    0.24405E+00,    0.11055E+03,
    0.24455E+00,    0.11058E+03,
    0.24505E+00,    0.11059E+03,
    0.24555E+00,    0.11062E+03,
    0.24605E+00,    0.11064E+03,
    0.24655E+00,    0.11067E+03,
    0.24705E+00,    0.11070E+03,
    0.24755E+00,    0.11073E+03,
    0.24805E+00,    0.11075E+03,
    0.24855E+00,    0.11077E+03,
    0.24905E+00,    0.11079E+03,
    0.24955E+00,    0.11082E+03,
    0.25005E+00,    0.11085E+03,
    0.25055E+00,    0.11087E+03,
    0.25105E+00,    0.11090E+03,
    0.25155E+00,    0.11093E+03,
    0.25205E+00,    0.11095E+03,
    0.25255E+00,    0.11097E+03,
    0.25305E+00,    0.11100E+03,
    0.25355E+00,    0.11103E+03,
    0.25405E+00,    0.11106E+03,
    0.25455E+00,    0.11108E+03,
    0.25505E+00,    0.11111E+03,
    0.25555E+00,    0.11113E+03,
    0.25605E+00,    0.11116E+03,
    0.25655E+00,    0.11118E+03,
    0.25705E+00,    0.11121E+03,
    0.25755E+00,    0.11124E+03,
    0.25805E+00,    0.11125E+03,
    0.25855E+00,    0.11128E+03,
    0.25905E+00,    0.11131E+03,
    0.25955E+00,    0.11133E+03,
    0.26005E+00,    0.11136E+03,
    0.26055E+00,    0.11139E+03,
    0.26105E+00,    0.11141E+03,
    0.26155E+00,    0.11144E+03,
    0.26205E+00,    0.11146E+03,
    0.26255E+00,    0.11148E+03,
    0.26305E+00,    0.11151E+03,
    0.26355E+00,    0.11154E+03,
    0.26405E+00,    0.11156E+03,
    0.26455E+00,    0.11159E+03,
    0.26505E+00,    0.11161E+03,
    0.26555E+00,    0.11163E+03,
    0.26605E+00,    0.11166E+03,
    0.26655E+00,    0.11169E+03,
    0.26705E+00,    0.11172E+03,
    0.26755E+00,    0.11174E+03,
    0.26805E+00,    0.11176E+03,
    0.26855E+00,    0.11178E+03,
    0.26905E+00,    0.11181E+03,
    0.26955E+00,    0.11184E+03,
    0.27005E+00,    0.11186E+03,
    0.27055E+00,    0.11190E+03,
    0.27105E+00,    0.11192E+03,
    0.27155E+00,    0.11194E+03,
    0.27205E+00,    0.11197E+03,
    0.27255E+00,    0.11199E+03,
    0.27305E+00,    0.11201E+03,
    0.27355E+00,    0.11204E+03,
    0.27405E+00,    0.11207E+03,
    0.27455E+00,    0.11209E+03,
    0.27505E+00,    0.11211E+03,
    0.27555E+00,    0.11214E+03,
    0.27605E+00,    0.11216E+03,
    0.27655E+00,    0.11219E+03,
    0.27705E+00,    0.11222E+03,
    0.27755E+00,    0.11224E+03,
    0.27805E+00,    0.11226E+03,
    0.27855E+00,    0.11229E+03,
    0.27905E+00,    0.11232E+03,
    0.27955E+00,    0.11234E+03,
    0.28005E+00,    0.11237E+03,
    0.28055E+00,    0.11240E+03,
    0.28105E+00,    0.11241E+03,
    0.28155E+00,    0.11244E+03,
    0.28205E+00,    0.11246E+03,
    0.28255E+00,    0.11248E+03,
    0.28305E+00,    0.11252E+03,
    0.28355E+00,    0.11254E+03,
    0.28405E+00,    0.11256E+03,
    0.28455E+00,    0.11259E+03,
    0.28505E+00,    0.11261E+03,
    0.28555E+00,    0.11263E+03,
    0.28605E+00,    0.11266E+03,
    0.28655E+00,    0.11270E+03,
    0.28705E+00,    0.11271E+03,
    0.28755E+00,    0.11274E+03,
    0.28805E+00,    0.11276E+03,
    0.28855E+00,    0.11278E+03,
    0.28905E+00,    0.11281E+03,
    0.28955E+00,    0.11284E+03,
    0.29005E+00,    0.11287E+03,
    0.29055E+00,    0.11290E+03,
    0.29105E+00,    0.11292E+03,
    0.29155E+00,    0.11294E+03,
    0.29205E+00,    0.11296E+03,
    0.29255E+00,    0.11299E+03,
    0.29305E+00,    0.11302E+03,
    0.29355E+00,    0.11305E+03,
    0.29405E+00,    0.11307E+03,
    0.29455E+00,    0.11309E+03,
    0.29505E+00,    0.11312E+03,
    0.29555E+00,    0.11314E+03,
    0.29605E+00,    0.11318E+03,
    0.29655E+00,    0.11319E+03,
    0.29705E+00,    0.11322E+03,
    0.29755E+00,    0.11324E+03,
    0.29805E+00,    0.11327E+03,
    0.29855E+00,    0.11330E+03,
    0.29905E+00,    0.11332E+03,
    0.29955E+00,    0.11335E+03,
    0.30005E+00,    0.11338E+03,
    0.30055E+00,    0.11340E+03,
    0.30105E+00,    0.11343E+03,
    0.30155E+00,    0.11345E+03,
    0.30205E+00,    0.11348E+03,
    0.30255E+00,    0.11350E+03,
    0.30305E+00,    0.11353E+03,
    0.30355E+00,    0.11355E+03,
    0.30405E+00,    0.11358E+03,
    0.30455E+00,    0.11360E+03,
    0.30505E+00,    0.11363E+03,
    0.30555E+00,    0.11366E+03,
    0.30605E+00,    0.11368E+03,
    0.30655E+00,    0.11371E+03,
    0.30705E+00,    0.11373E+03,
    0.30755E+00,    0.11376E+03,
    0.30805E+00,    0.11379E+03,
    0.30855E+00,    0.11381E+03,
    0.30905E+00,    0.11384E+03,
    0.30955E+00,    0.11387E+03,
    0.31005E+00,    0.11389E+03,
    0.31055E+00,    0.11392E+03,
    0.31105E+00,    0.11394E+03,
    0.31155E+00,    0.11397E+03,
    0.31205E+00,    0.11400E+03,
    0.31255E+00,    0.11402E+03,
