        time[s],    volint[cm3],
    0.18055E+00,    0.11634E+03,
    0.18105E+00,    0.11636E+03,
    0.18155E+00,    0.11639E+03,
    0.18205E+00,    0.11641E+03,
    0.18255E+00,    0.11645E+03,
    0.18305E+00,    0.11648E+03,
    0.18355E+00,    0.11652E+03,
    0.18405E+00,    0.11658E+03,
    0.18455E+00,    0.11659E+03,
    0.18505E+00,    0.11662E+03,
    0.18555E+00,    0.11667E+03,
    0.18605E+00,    0.11670E+03,
    0.18655E+00,    0.11674E+03,
    0.18705E+00,    0.11676E+03,
    0.18755E+00,    0.11682E+03,
    0.18805E+00,    0.11683E+03,
    0.18855E+00,    0.11686E+03,
    0.18905E+00,    0.11690E+03,
    0.18955E+00,    0.11695E+03,
    0.19005E+00,    0.11699E+03,
    0.19055E+00,    0.11701E+03,
    0.19105E+00,    0.11703E+03,
    0.19155E+00,    0.11708E+03,
    0.19205E+00,    0.11708E+03,
    0.19255E+00,    0.11713E+03,
    0.19305E+00,    0.11720E+03,
    0.19355E+00,    0.11720E+03,
    0.19405E+00,    0.11725E+03,
    0.19455E+00,    0.11727E+03,
    0.19505E+00,    0.11730E+03,
    0.19555E+00,    0.11734E+03,
    0.19605E+00,    0.11737E+03,
    0.19655E+00,    0.11742E+03,
    0.19705E+00,    0.11745E+03,
    0.19755E+00,    0.11749E+03,
    0.19805E+00,    0.11752E+03,
    0.19855E+00,    0.11753E+03,
    0.19905E+00,    0.11755E+03,
    0.19955E+00,    0.11762E+03,
    0.20005E+00,    0.11764E+03,
    0.20055E+00,    0.11771E+03,
    0.20105E+00,    0.11773E+03,
    0.20155E+00,    0.11775E+03,
    0.20205E+00,    0.11778E+03,
    0.20255E+00,    0.11783E+03,
    0.20305E+00,    0.11783E+03,
    0.20355E+00,    0.11788E+03,
    0.20405E+00,    0.11791E+03,
    0.20455E+00,    0.11795E+03,
    0.20505E+00,    0.11797E+03,
    0.20555E+00,    0.11800E+03,
    0.20605E+00,    0.11805E+03,
    0.20655E+00,    0.11809E+03,
    0.20705E+00,    0.11813E+03,
    0.20755E+00,    0.11814E+03,
    0.20805E+00,    0.11817E+03,
    0.20855E+00,    0.11821E+03,
    0.20905E+00,    0.11821E+03,
    0.20955E+00,    0.11828E+03,
    0.21005E+00,    0.11832E+03,
    0.21055E+00,    0.11834E+03,
    0.21105E+00,    0.11835E+03,
    0.21155E+00,    0.11840E+03,
    0.21205E+00,    0.11844E+03,
    0.21255E+00,    0.11849E+03,
    0.21305E+00,    0.11852E+03,
    0.21355E+00,    0.11857E+03,
    0.21405E+00,    0.11858E+03,
    0.21455E+00,    0.11861E+03,
    0.21505E+00,    0.11865E+03,
    0.21555E+00,    0.11869E+03,
    0.21605E+00,    0.11873E+03,
    0.21655E+00,    0.11874E+03,
    0.21705E+00,    0.11878E+03,
    0.21755E+00,    0.11882E+03,
    0.21805E+00,    0.11883E+03,
    0.21855E+00,    0.11887E+03,
    0.21905E+00,    0.11890E+03,
    0.21955E+00,    0.11895E+03,
    0.22005E+00,    0.11897E+03,
    0.22055E+00,    0.11902E+03,
    0.22105E+00,    0.11903E+03,
    0.22155E+00,    0.11905E+03,
    0.22205E+00,    0.11910E+03,
    0.22255E+00,    0.11913E+03,
    0.22305E+00,    0.11916E+03,
    0.22355E+00,    0.11920E+03,
    0.22405E+00,    0.11924E+03,
    0.22455E+00,    0.11927E+03,
    0.22505E+00,    0.11930E+03,
    0.22555E+00,    0.11934E+03,
    0.22605E+00,    0.11938E+03,
    0.22655E+00,    0.11940E+03,
    0.22705E+00,    0.11941E+03,
    0.22755E+00,    0.11948E+03,
    0.22805E+00,    0.11949E+03,
    0.22855E+00,    0.11953E+03,
    0.22905E+00,    0.11956E+03,
    0.22955E+00,    0.11960E+03,
    0.23005E+00,    0.11964E+03,
    0.23055E+00,    0.11965E+03,
    0.23105E+00,    0.11968E+03,
    0.23155E+00,    0.11973E+03,
    0.23205E+00,    0.11975E+03,
    0.23255E+00,    0.11977E+03,
    0.23305E+00,    0.11984E+03,
    0.23355E+00,    0.11984E+03,
    0.23405E+00,    0.11989E+03,
    0.23455E+00,    0.11991E+03,
    0.23505E+00,    0.11995E+03,
    0.23555E+00,    0.11998E+03,
    0.23605E+00,    0.12005E+03,
    0.23655E+00,    0.12007E+03,
    0.23705E+00,    0.12007E+03,
    0.23755E+00,    0.12012E+03,
    0.23805E+00,    0.12013E+03,
    0.23855E+00,    0.12017E+03,
    0.23905E+00,    0.12022E+03,
    0.23955E+00,    0.12025E+03,
    0.24005E+00,    0.12028E+03,
    0.24055E+00,    0.12029E+03,
    0.24105E+00,    0.12035E+03,
    0.24155E+00,    0.12037E+03,
    0.24205E+00,    0.12041E+03,
    0.24255E+00,    0.12042E+03,
    0.24305E+00,    0.12047E+03,
    0.24355E+00,    0.12052E+03,
    0.24405E+00,    0.12053E+03,
    0.24455E+00,    0.12055E+03,
    0.24505E+00,    0.12058E+03,
    0.24555E+00,    0.12062E+03,
    0.24605E+00,    0.12068E+03,
    0.24655E+00,    0.12069E+03,
    0.24705E+00,    0.12074E+03,
    0.24755E+00,    0.12075E+03,
    0.24805E+00,    0.12080E+03,
    0.24855E+00,    0.12083E+03,
    0.24905E+00,    0.12089E+03,
    0.24955E+00,    0.12090E+03,
    0.25005E+00,    0.12093E+03,
    0.25055E+00,    0.12096E+03,
    0.25105E+00,    0.12097E+03,
    0.25155E+00,    0.12101E+03,
    0.25205E+00,    0.12105E+03,
    0.25255E+00,    0.12109E+03,
    0.25305E+00,    0.12112E+03,
    0.25355E+00,    0.12115E+03,
    0.25405E+00,    0.12117E+03,
    0.25455E+00,    0.12120E+03,
    0.25505E+00,    0.12125E+03,
    0.25555E+00,    0.12128E+03,
    0.25605E+00,    0.12131E+03,
    0.25655E+00,    0.12131E+03,
    0.25705E+00,    0.12136E+03,
    0.25755E+00,    0.12139E+03,
    0.25805E+00,    0.12142E+03,
    0.25855E+00,    0.12149E+03,
    0.25905E+00,    0.12151E+03,
    0.25955E+00,    0.12155E+03,
    0.26005E+00,    0.12155E+03,
    0.26055E+00,    0.12161E+03,
    0.26105E+00,    0.12163E+03,
    0.26155E+00,    0.12170E+03,
    0.26205E+00,    0.12173E+03,
    0.26255E+00,    0.12174E+03,
    0.26305E+00,    0.12179E+03,
    0.26355E+00,    0.12180E+03,
    0.26405E+00,    0.12184E+03,
    0.26455E+00,    0.12188E+03,
    0.26505E+00,    0.12190E+03,
    0.26555E+00,    0.12195E+03,
    0.26605E+00,    0.12198E+03,
    0.26655E+00,    0.12200E+03,
    0.26705E+00,    0.12205E+03,
    0.26755E+00,    0.12206E+03,
    0.26805E+00,    0.12212E+03,
    0.26855E+00,    0.12217E+03,
    0.26905E+00,    0.12216E+03,
    0.26955E+00,    0.12222E+03,
    0.27005E+00,    0.12222E+03,
    0.27055E+00,    0.12226E+03,
    0.27105E+00,    0.12228E+03,
    0.27155E+00,    0.12233E+03,
    0.27205E+00,    0.12237E+03,
    0.27255E+00,    0.12241E+03,
    0.27305E+00,    0.12244E+03,
    0.27355E+00,    0.12246E+03,
    0.27405E+00,    0.12250E+03,
    0.27455E+00,    0.12252E+03,
    0.27505E+00,    0.12256E+03,
    0.27555E+00,    0.12259E+03,
    0.27605E+00,    0.12263E+03,
    0.27655E+00,    0.12260E+03,
    0.27705E+00,    0.12267E+03,
    0.27755E+00,    0.12268E+03,
    0.27805E+00,    0.12274E+03,
    0.27855E+00,    0.12281E+03,
    0.27905E+00,    0.12283E+03,
    0.27955E+00,    0.12284E+03,
    0.28005E+00,    0.12287E+03,
    0.28055E+00,    0.12293E+03,
    0.28105E+00,    0.12294E+03,
    0.28155E+00,    0.12300E+03,
    0.28205E+00,    0.12302E+03,
    0.28255E+00,    0.12306E+03,
    0.28305E+00,    0.12308E+03,
    0.28355E+00,    0.12310E+03,
    0.28405E+00,    0.12315E+03,
    0.28455E+00,    0.12317E+03,
    0.28505E+00,    0.12321E+03,
    0.28555E+00,    0.12323E+03,
    0.28605E+00,    0.12329E+03,
    0.28655E+00,    0.12331E+03,
    0.28705E+00,    0.12333E+03,
    0.28755E+00,    0.12338E+03,
    0.28805E+00,    0.12342E+03,
    0.28855E+00,    0.12346E+03,
    0.28905E+00,    0.12348E+03,
    0.28955E+00,    0.12352E+03,
    0.29005E+00,    0.12353E+03,
    0.29055E+00,    0.12357E+03,
    0.29105E+00,    0.12364E+03,
    0.29155E+00,    0.12366E+03,
    0.29205E+00,    0.12367E+03,
    0.29255E+00,    0.12373E+03,
    0.29305E+00,    0.12376E+03,
    0.29355E+00,    0.12377E+03,
    0.29405E+00,    0.12381E+03,
    0.29455E+00,    0.12385E+03,
    0.29505E+00,    0.12389E+03,
    0.29555E+00,    0.12393E+03,
    0.29605E+00,    0.12394E+03,
    0.29655E+00,    0.12396E+03,
    0.29705E+00,    0.12402E+03,
    0.29755E+00,    0.12407E+03,
    0.29805E+00,    0.12409E+03,
    0.29855E+00,    0.12412E+03,
    0.29905E+00,    0.12415E+03,
    0.29955E+00,    0.12417E+03,
    0.30005E+00,    0.12423E+03,
    0.30055E+00,    0.12422E+03,
    0.30105E+00,    0.12429E+03,
    0.30155E+00,    0.12431E+03,
    0.30205E+00,    0.12437E+03,
    0.30255E+00,    0.12438E+03,
    0.30305E+00,    0.12441E+03,
    0.30355E+00,    0.12444E+03,
    0.30405E+00,    0.12447E+03,
    0.30455E+00,    0.12453E+03,
    0.30505E+00,    0.12460E+03,
    0.30555E+00,    0.12460E+03,
    0.30605E+00,    0.12461E+03,
    0.30655E+00,    0.12466E+03,
    0.30705E+00,    0.12467E+03,
    0.30755E+00,    0.12473E+03,
    0.30805E+00,    0.12475E+03,
    0.30855E+00,    0.12480E+03,
    0.30905E+00,    0.12484E+03,
