        time[s],    volint[cm3],
    0.50000E-04,    0.99849E+03,
    0.55000E-03,    0.99799E+03,
    0.10500E-02,    0.99797E+03,
    0.15500E-02,    0.99819E+03,
    0.20500E-02,    0.99857E+03,
    0.25500E-02,    0.99893E+03,
    0.30500E-02,    0.99939E+03,
    0.35500E-02,    0.99957E+03,
    0.40500E-02,    0.99819E+03,
    0.45500E-02,    0.99522E+03,
    0.50500E-02,    0.99146E+03,
    0.55500E-02,    0.98615E+03,
    0.60500E-02,    0.97847E+03,
    0.65500E-02,    0.96904E+03,
    0.70500E-02,    0.95853E+03,
    0.75500E-02,    0.94644E+03,
    0.80500E-02,    0.93080E+03,
    0.85500E-02,    0.91202E+03,
    0.90500E-02,    0.89167E+03,
    0.95500E-02,    0.86842E+03,
    0.10050E-01,    0.84112E+03,
    0.10550E-01,    0.81072E+03,
    0.11050E-01,    0.77817E+03,
    0.11550E-01,    0.74258E+03,
    0.12050E-01,    0.70358E+03,
    0.12550E-01,    0.66244E+03,
    0.13050E-01,    0.62017E+03,
    0.13550E-01,    0.57645E+03,
    0.14050E-01,    0.53105E+03,
    0.14550E-01,    0.48452E+03,
    0.15050E-01,    0.43773E+03,
    0.15550E-01,    0.39117E+03,
    0.16050E-01,    0.34668E+03,
    0.16550E-01,    0.30656E+03,
    0.17050E-01,    0.27182E+03,
    0.17550E-01,    0.24089E+03,
    0.18050E-01,    0.21282E+03,
    0.18550E-01,    0.18724E+03,
    0.19050E-01,    0.16340E+03,
    0.19550E-01,    0.14059E+03,
    0.20050E-01,    0.11833E+03,
    0.20550E-01,    0.10253E+03,
    0.21050E-01,    0.93739E+02,
    0.21550E-01,    0.89965E+02,
    0.22050E-01,    0.89925E+02,
    0.22550E-01,    0.90519E+02,
    0.23050E-01,    0.90761E+02,
    0.23550E-01,    0.91456E+02,
    0.24050E-01,    0.91843E+02,
    0.24550E-01,    0.92298E+02,
    0.25050E-01,    0.92661E+02,
    0.25550E-01,    0.92963E+02,
    0.26050E-01,    0.93275E+02,
    0.26550E-01,    0.93534E+02,
    0.27050E-01,    0.93816E+02,
    0.27550E-01,    0.94090E+02,
    0.28050E-01,    0.94374E+02,
    0.28550E-01,    0.94616E+02,
    0.29050E-01,    0.94791E+02,
    0.29550E-01,    0.95023E+02,
    0.30050E-01,    0.95260E+02,
    0.30550E-01,    0.95427E+02,
    0.31050E-01,    0.95640E+02,
    0.31550E-01,    0.95841E+02,
    0.32050E-01,    0.96005E+02,
    0.32550E-01,    0.96195E+02,
    0.33050E-01,    0.96334E+02,
    0.33550E-01,    0.96524E+02,
    0.34050E-01,    0.96657E+02,
    0.34550E-01,    0.96786E+02,
    0.35050E-01,    0.96952E+02,
    0.35550E-01,    0.97070E+02,
    0.36050E-01,    0.97204E+02,
    0.36550E-01,    0.97317E+02,
    0.37050E-01,    0.97445E+02,
    0.37550E-01,    0.97560E+02,
    0.38050E-01,    0.97682E+02,
    0.38550E-01,    0.97781E+02,
    0.39050E-01,    0.97890E+02,
    0.39550E-01,    0.97990E+02,
    0.40050E-01,    0.98067E+02,
