        time[s],    volint[cm3],
    0.50000E-04,    0.99839E+03,
    0.55000E-03,    0.99989E+03,
    0.10500E-02,    0.99950E+03,
    0.15500E-02,    0.99816E+03,
    0.20500E-02,    0.99773E+03,
    0.25500E-02,    0.99787E+03,
    0.30500E-02,    0.99859E+03,
    0.35500E-02,    0.99932E+03,
    0.40500E-02,    0.99786E+03,
    0.45500E-02,    0.99383E+03,
    0.50500E-02,    0.98874E+03,
    0.55500E-02,    0.98249E+03,
    0.60500E-02,    0.97448E+03,
    0.65500E-02,    0.96532E+03,
    0.70500E-02,    0.95561E+03,
    0.75500E-02,    0.94369E+03,
    0.80500E-02,    0.92741E+03,
    0.85500E-02,    0.90763E+03,
    0.90500E-02,    0.88643E+03,
    0.95500E-02,    0.86238E+03,
    0.10050E-01,    0.83444E+03,
    0.10550E-01,    0.80369E+03,
    0.11050E-01,    0.77070E+03,
    0.11550E-01,    0.73418E+03,
    0.12050E-01,    0.69416E+03,
    0.12550E-01,    0.65263E+03,
    0.13050E-01,    0.61017E+03,
    0.13550E-01,    0.56596E+03,
    0.14050E-01,    0.52000E+03,
    0.14550E-01,    0.47303E+03,
    0.15050E-01,    0.42570E+03,
    0.15550E-01,    0.37871E+03,
    0.16050E-01,    0.33420E+03,
    0.16550E-01,    0.29425E+03,
    0.17050E-01,    0.25987E+03,
    0.17550E-01,    0.22934E+03,
    0.18050E-01,    0.20170E+03,
    0.18550E-01,    0.17635E+03,
    0.19050E-01,    0.15253E+03,
    0.19550E-01,    0.12974E+03,
    0.20050E-01,    0.11051E+03,
    0.20550E-01,    0.97504E+02,
    0.21050E-01,    0.91052E+02,
    0.21550E-01,    0.90021E+02,
    0.22050E-01,    0.90509E+02,
    0.22550E-01,    0.90978E+02,
    0.23050E-01,    0.91299E+02,
    0.23550E-01,    0.91876E+02,
    0.24050E-01,    0.92465E+02,
    0.24550E-01,    0.92877E+02,
    0.25050E-01,    0.93295E+02,
    0.25550E-01,    0.93574E+02,
    0.26050E-01,    0.93903E+02,
    0.26550E-01,    0.94187E+02,
    0.27050E-01,    0.94450E+02,
    0.27550E-01,    0.94726E+02,
    0.28050E-01,    0.95002E+02,
    0.28550E-01,    0.95249E+02,
    0.29050E-01,    0.95414E+02,
    0.29550E-01,    0.95666E+02,
    0.30050E-01,    0.95896E+02,
    0.30550E-01,    0.96086E+02,
    0.31050E-01,    0.96286E+02,
    0.31550E-01,    0.96477E+02,
    0.32050E-01,    0.96674E+02,
    0.32550E-01,    0.96852E+02,
    0.33050E-01,    0.97004E+02,
    0.33550E-01,    0.97210E+02,
    0.34050E-01,    0.97335E+02,
    0.34550E-01,    0.97476E+02,
    0.35050E-01,    0.97620E+02,
    0.35550E-01,    0.97777E+02,
    0.36050E-01,    0.97918E+02,
    0.36550E-01,    0.98039E+02,
    0.37050E-01,    0.98180E+02,
    0.37550E-01,    0.98306E+02,
    0.38050E-01,    0.98417E+02,
    0.38550E-01,    0.98523E+02,
    0.39050E-01,    0.98645E+02,
    0.39550E-01,    0.98757E+02,
    0.40050E-01,    0.98857E+02,
    0.40550E-01,    0.98970E+02,
    0.41050E-01,    0.99069E+02,
    0.41550E-01,    0.99183E+02,
    0.42050E-01,    0.99247E+02,
    0.42550E-01,    0.99368E+02,
    0.43050E-01,    0.99468E+02,
    0.43550E-01,    0.99564E+02,
    0.44050E-01,    0.99635E+02,
    0.44550E-01,    0.99722E+02,
    0.45050E-01,    0.99830E+02,
    0.45550E-01,    0.99900E+02,
