        time[s],    volint[cm3],
    0.50000E-04,    0.99281E+03,
    0.55000E-03,    0.99277E+03,
    0.10500E-02,    0.99288E+03,
    0.15500E-02,    0.99236E+03,
    0.20500E-02,    0.99279E+03,
    0.25500E-02,    0.99230E+03,
    0.30500E-02,    0.99208E+03,
    0.35500E-02,    0.99455E+03,
    0.40500E-02,    0.99776E+03,
    0.45500E-02,    0.99983E+03,
    0.50500E-02,    0.10005E+04,
    0.55500E-02,    0.99582E+03,
    0.60500E-02,    0.98624E+03,
    0.65500E-02,    0.97678E+03,
    0.70500E-02,    0.96680E+03,
    0.75500E-02,    0.95500E+03,
    0.80500E-02,    0.94483E+03,
    0.85500E-02,    0.93759E+03,
    0.90500E-02,    0.92750E+03,
    0.95500E-02,    0.91013E+03,
    0.10050E-01,    0.88891E+03,
    0.10550E-01,    0.86807E+03,
    0.11050E-01,    0.84559E+03,
    0.11550E-01,    0.81760E+03,
    0.12050E-01,    0.78846E+03,
    0.12550E-01,    0.75953E+03,
    0.13050E-01,    0.72541E+03,
    0.13550E-01,    0.68579E+03,
    0.14050E-01,    0.64569E+03,
    0.14550E-01,    0.60520E+03,
    0.15050E-01,    0.56156E+03,
    0.15550E-01,    0.51511E+03,
    0.16050E-01,    0.46771E+03,
    0.16550E-01,    0.42089E+03,
    0.17050E-01,    0.37401E+03,
    0.17550E-01,    0.32953E+03,
    0.18050E-01,    0.28972E+03,
    0.18550E-01,    0.25482E+03,
    0.19050E-01,    0.22334E+03,
    0.19550E-01,    0.19472E+03,
    0.20050E-01,    0.16882E+03,
    0.20550E-01,    0.14516E+03,
    0.21050E-01,    0.12339E+03,
    0.21550E-01,    0.10602E+03,
    0.22050E-01,    0.95302E+02,
    0.22550E-01,    0.92673E+02,
    0.23050E-01,    0.94599E+02,
    0.23550E-01,    0.94875E+02,
    0.24050E-01,    0.95347E+02,
    0.24550E-01,    0.96725E+02,
    0.25050E-01,    0.96659E+02,
    0.25550E-01,    0.97383E+02,
    0.26050E-01,    0.98490E+02,
    0.26550E-01,    0.98727E+02,
    0.27050E-01,    0.98883E+02,
    0.27550E-01,    0.99441E+02,
    0.28050E-01,    0.10004E+03,
    0.28550E-01,    0.10006E+03,
    0.29050E-01,    0.10019E+03,
    0.29550E-01,    0.10086E+03,
    0.30050E-01,    0.10119E+03,
    0.30550E-01,    0.10106E+03,
    0.31050E-01,    0.10132E+03,
    0.31550E-01,    0.10183E+03,
    0.32050E-01,    0.10201E+03,
    0.32550E-01,    0.10200E+03,
    0.33050E-01,    0.10229E+03,
    0.33550E-01,    0.10275E+03,
    0.34050E-01,    0.10281E+03,
    0.34550E-01,    0.10286E+03,
    0.35050E-01,    0.10328E+03,
    0.35550E-01,    0.10350E+03,
    0.36050E-01,    0.10348E+03,
    0.36550E-01,    0.10367E+03,
    0.37050E-01,    0.10396E+03,
    0.37550E-01,    0.10416E+03,
    0.38050E-01,    0.10412E+03,
    0.38550E-01,    0.10434E+03,
    0.39050E-01,    0.10466E+03,
    0.39550E-01,    0.10469E+03,
    0.40050E-01,    0.10473E+03,
    0.40550E-01,    0.10505E+03,
    0.41050E-01,    0.10522E+03,
    0.41550E-01,    0.10526E+03,
    0.42050E-01,    0.10534E+03,
    0.42550E-01,    0.10558E+03,
    0.43050E-01,    0.10571E+03,
    0.43550E-01,    0.10571E+03,
    0.44050E-01,    0.10591E+03,
    0.44550E-01,    0.10614E+03,
    0.45050E-01,    0.10618E+03,
    0.45550E-01,    0.10622E+03,
    0.46050E-01,    0.10644E+03,
    0.46550E-01,    0.10661E+03,
    0.47050E-01,    0.10663E+03,
    0.47550E-01,    0.10676E+03,
    0.48050E-01,    0.10697E+03,
    0.48550E-01,    0.10710E+03,
    0.49050E-01,    0.10711E+03,
    0.49550E-01,    0.10726E+03,
    0.50050E-01,    0.10747E+03,
    0.50550E-01,    0.10754E+03,
    0.51050E-01,    0.10757E+03,
