time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-20 00:00:00+00:00,8,8,4,3
2025-10-21 00:00:00+00:00,6,6,4,3
2025-10-22 00:00:00+00:00,10,5,13,3
2025-10-23 00:00:00+00:00,20,13,14,3
2025-10-24 00:00:00+00:00,14,9,80,4
2025-10-25 00:00:00+00:00,3,3,2,1
2025-10-26 00:00:00+00:00,12,7,6,2
2025-10-27 00:00:00+00:00,11,11,7,3
2025-10-28 00:00:00+00:00,7,7,13,2
2025-10-29 00:00:00+00:00,2,2,53,5
2025-10-30 00:00:00+00:00,18,13,3,3
2025-10-31 00:00:00+00:00,3,3,29,4
2025-11-01 00:00:00+00:00,9,4,1,1
2025-11-02 00:00:00+00:00,4,4,2,2
