time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-29 00:00:00+00:00,,,53.0,5.0
2025-10-30 00:00:00+00:00,18.0,13.0,3.0,3.0
2025-10-31 00:00:00+00:00,3.0,3.0,29.0,4.0
2025-11-01 00:00:00+00:00,9.0,4.0,1.0,1.0
2025-11-02 00:00:00+00:00,4.0,4.0,2.0,2.0
2025-11-03 00:00:00+00:00,11.0,5.0,19.0,5.0
2025-11-04 00:00:00+00:00,16.0,10.0,1.0,1.0
2025-11-05 00:00:00+00:00,15.0,8.0,18.0,4.0
2025-11-06 00:00:00+00:00,5.0,5.0,4.0,1.0
2025-11-07 00:00:00+00:00,12.0,7.0,13.0,2.0
2025-11-08 00:00:00+00:00,5.0,5.0,2.0,2.0
2025-11-09 00:00:00+00:00,9.0,4.0,,
2025-11-10 00:00:00+00:00,7.0,6.0,11.0,3.0
2025-11-11 00:00:00+00:00,11.0,8.0,2.0,2.0
