time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-17 00:00:00+00:00,2,2,1.0,1.0
2025-10-18 00:00:00+00:00,9,7,,
2025-10-19 00:00:00+00:00,8,3,,
2025-10-20 00:00:00+00:00,10,10,4.0,3.0
2025-10-21 00:00:00+00:00,6,6,4.0,3.0
2025-10-22 00:00:00+00:00,10,5,13.0,3.0
2025-10-23 00:00:00+00:00,20,13,14.0,3.0
2025-10-24 00:00:00+00:00,14,9,80.0,4.0
2025-10-25 00:00:00+00:00,3,3,2.0,1.0
2025-10-26 00:00:00+00:00,12,7,6.0,2.0
2025-10-27 00:00:00+00:00,11,11,7.0,3.0
2025-10-28 00:00:00+00:00,7,7,13.0,2.0
2025-10-29 00:00:00+00:00,2,2,53.0,5.0
2025-10-30 00:00:00+00:00,18,13,3.0,3.0
